Link;Caminho
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3292601&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3292306&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2388072&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2363000&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1608522&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2982052&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1356694&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1283686&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1283380&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1280166&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=4180913&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1171963&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1168608&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1165491&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1163860&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1163625&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1163476&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1168519&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1162033&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1034231&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3583260&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=3583260&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2912619&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2148060&id_orgao_publicacao=0;documentos\conselhos\coemp
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1204144&id_orgao_publicacao=0;documentos\conselhos\cogep
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=716114&id_orgao_publicacao=0;documentos\conselhos\cogep
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2115524&id_orgao_publicacao=0;documentos\conselhos\coplad
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2059039&id_orgao_publicacao=0;documentos\conselhos\coplad
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2043613&id_orgao_publicacao=0;documentos\conselhos\coplad
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=204465&id_orgao_publicacao=0;documentos\conselhos\coplad
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=254879&id_orgao_publicacao=0;documentos\conselhos\couni
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=698137&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=698137&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=698137&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=698137&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=698137&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=157111&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=156638&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=156557&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=155798&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=146582&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=613999&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=113841&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=109001&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=65808&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718645&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718645&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718644&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718643&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718639&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718635&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718633&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718628&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718624&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=718616&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=716140&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=716125&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=716114&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=716121&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=698137&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=698081&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=614297&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=613999&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=663762&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=647586&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=512070&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2727957&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=507256&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=500361&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=500190&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=500171&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=499259&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=356532&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=299155&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=296815&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=254879&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1205618&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=249414&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=231884&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=231870&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=231808&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=199141&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=413475&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412377&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412380&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412367&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412362&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412359&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412354&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412340&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412307&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412304&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412297&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412062&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1412088&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1368103&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1405467&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1398375&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1375477&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1365851&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1365851&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1277435&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1277435&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1274515&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1210906&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1205618&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1205618&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1205610&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1091341&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1205618&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1084456&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1052098&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1052148&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1052129&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1274515&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=949832&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=949113&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=947697&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=933922&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=858427&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=848546&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1084456&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=848512&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=893682&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1482195&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1506851&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1531767&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1529675&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1530048&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2014194&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1530051&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1530051&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1589910&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1590719&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1594045&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1594045&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1663643&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1677145&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1677189&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1677189&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1772014&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1803395&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=1772468&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2015116&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2013911&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2014194&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2037515&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2111415&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
https://sei.utfpr.edu.br/sei/publicacoes/controlador_publicacoes.php?acao=publicacao_visualizar&id_documento=2137812&id_orgao_publicacao=0;documentos\conselhos\couni\deliberacoes
